t,x,y,z,yaw
10.0000,0.160607,-0.447104,1.181601,-28.0978
10.0160,0.164246,-0.450270,1.181991,-28.1016
10.0470,0.167824,-0.453449,1.182195,-28.0991
10.0630,0.168552,-0.451662,1.184627,-28.3193
10.0790,0.172681,-0.456151,1.184113,-28.2742
10.1100,0.175875,-0.461235,1.183027,-28.3822
10.1250,0.179327,-0.465344,1.182066,-28.4172
10.1410,0.182512,-0.468844,1.181441,-28.3945
10.1720,0.185345,-0.471917,1.181016,-28.2439
10.1880,0.188010,-0.474875,1.180795,-28.0275
10.2040,0.190613,-0.477894,1.180501,-27.9754
10.2190,0.193159,-0.480985,1.180271,-27.8480
10.2500,0.195609,-0.484113,1.179965,-27.7457
10.2660,0.197946,-0.487177,1.179856,-27.5208
10.2820,0.200013,-0.490481,1.179892,-27.3124
10.3130,0.202134,-0.493528,1.179590,-27.1676
10.3290,0.204319,-0.496982,1.179522,-27.1600
10.3440,0.206527,-0.500336,1.179504,-27.1229
10.3600,0.208618,-0.503622,1.179571,-26.9324
10.3910,0.210567,-0.506914,1.179866,-26.7710
10.4070,0.212356,-0.510222,1.180740,-26.6734
10.4380,0.214071,-0.513439,1.181355,-26.5799
10.4540,0.214523,-0.515882,1.181682,-26.4167
10.4690,0.215831,-0.519081,1.182366,-26.3332
10.4850,0.217331,-0.521899,1.182632,-26.2074
10.5000,0.218701,-0.524689,1.183240,-26.0465
10.5320,0.220046,-0.527299,1.183880,-25.8130
10.5470,0.221356,-0.529903,1.184392,-25.5794
10.5630,0.222696,-0.532587,1.184836,-25.4278
10.5940,0.224109,-0.535490,1.185077,-25.4178
10.6100,0.225607,-0.538503,1.185211,-25.5294
10.6250,0.227145,-0.541395,1.185339,-25.5596
10.6410,0.226730,-0.543483,1.184738,-25.2420
10.6720,0.227921,-0.546139,1.184561,-24.8677
10.6880,0.227917,-0.543436,1.186262,-25.0384
10.7040,0.229402,-0.546024,1.186344,-25.0685
10.7350,0.232366,-0.548455,1.186721,-25.0042
10.7500,0.235032,-0.550423,1.186745,-24.7604
10.7660,0.235479,-0.557079,1.186992,-24.5925
10.7820,0.237646,-0.557607,1.187774,-24.6959
10.8130,0.238663,-0.561883,1.187728,-24.5892
10.8290,0.241766,-0.565620,1.187325,-24.4228
10.8440,0.244227,-0.568430,1.187036,-24.2676
10.8600,0.246670,-0.571129,1.187132,-24.2130
10.8750,0.249123,-0.573760,1.187751,-24.2557
10.9070,0.251641,-0.576353,1.188362,-24.2959
10.9220,0.254218,-0.578791,1.188861,-24.1640
10.9380,0.256913,-0.581100,1.189321,-23.9254
10.9690,0.259762,-0.583396,1.189736,-23.7691
10.9850,0.262035,-0.584532,1.190358,-23.5386
11.0000,0.265041,-0.586659,1.190602,-23.5205
11.0160,0.267743,-0.588104,1.191215,-23.5490
11.0470,0.270567,-0.589630,1.191816,-23.5880
11.0630,0.273419,-0.591095,1.192612,-23.3767
11.0790,0.276364,-0.592642,1.193594,-23.1540
11.1100,0.279300,-0.594089,1.194629,-22.9345
11.1250,0.282321,-0.595516,1.195516,-22.7706
11.1410,0.285465,-0.597028,1.196404,-22.6620
11.1570,0.288699,-0.598570,1.197304,-22.4680
11.1880,0.291924,-0.600032,1.198139,-22.3167
11.2040,0.295210,-0.601422,1.198812,-22.1299
11.2190,0.298588,-0.602892,1.199307,-21.9930
11.2500,0.301661,-0.604804,1.199943,-21.8924
11.2660,0.304923,-0.606179,1.200559,-21.8737
11.2820,0.308440,-0.607715,1.201030,-21.8574
11.2970,0.310198,-0.608740,1.201201,-21.9342
11.3290,0.313781,-0.610338,1.201319,-21.9769
11.3600,0.317473,-0.611888,1.201281,-21.8536
11.3750,0.321287,-0.613361,1.200904,-21.7718
11.3910,0.325091,-0.615089,1.200701,-21.8281
11.4070,0.328943,-0.617060,1.200565,-21.8848
11.4220,0.332924,-0.619051,1.200486,-22.0693
11.4540,0.336709,-0.620940,1.200418,-22.1400
11.4690,0.340584,-0.622971,1.200583,-22.5578
11.4850,0.344314,-0.624944,1.201336,-22.8130
11.5000,0.347906,-0.626878,1.202409,-22.8333
11.5160,0.352647,-0.629421,1.203599,-22.8043
11.5470,0.356756,-0.631163,1.204152,-22.8891
11.5630,0.360849,-0.633119,1.204398,-23.1037
11.5790,0.364731,-0.635045,1.204647,-23.2262
11.6100,0.368532,-0.636974,1.205237,-23.3816
11.6250,0.372107,-0.638801,1.206417,-23.5741
11.6410,0.375452,-0.640622,1.207458,-23.7512
11.6570,0.378828,-0.642451,1.208455,-23.8724
11.6880,0.382102,-0.644111,1.209307,-23.8007
11.7040,0.384998,-0.645520,1.210015,-23.6251
11.7350,0.388170,-0.647289,1.210741,-23.4773
11.7500,0.391178,-0.649122,1.211317,-23.0827
11.7660,0.393897,-0.650677,1.211649,-22.6531
11.7820,0.397002,-0.652525,1.212001,-22.6154
11.8130,0.400343,-0.654867,1.212268,-23.1339
11.8290,0.403543,-0.657236,1.212705,-23.5642
11.8440,0.406624,-0.659407,1.213212,-23.8562
11.8600,0.409728,-0.661499,1.213672,-23.9155
11.8910,0.412816,-0.663165,1.214032,-23.5900
11.9070,0.416249,-0.664788,1.214687,-23.4835
11.9220,0.419748,-0.666512,1.215316,-23.5531
11.9380,0.423203,-0.668425,1.216010,-23.6320
11.9690,0.426720,-0.670320,1.217174,-23.6826
11.9850,0.430349,-0.672287,1.218657,-23.9714
12.0000,0.434168,-0.675278,1.220527,-24.3397
12.0320,0.438197,-0.677054,1.221194,-24.1572
12.0470,0.442583,-0.678850,1.221478,-23.4835
12.0630,0.446696,-0.680790,1.221732,-23.1886
12.0790,0.450212,-0.683206,1.222366,-23.7771
12.1100,0.453489,-0.685711,1.223345,-24.5571
12.1250,0.457029,-0.688176,1.224284,-24.8780
12.1410,0.460652,-0.690894,1.225364,-24.8649
12.1720,0.464274,-0.693593,1.226142,-24.7919
12.1880,0.467829,-0.696363,1.226583,-24.7062
12.2040,0.471384,-0.699206,1.227104,-24.5300
12.2190,0.474814,-0.702250,1.228325,-24.4928
12.2500,0.478081,-0.705434,1.229832,-24.7853
12.2660,0.481241,-0.708638,1.231485,-25.2980
12.2820,0.484541,-0.711840,1.232892,-25.6104
12.2970,0.489078,-0.715728,1.234187,-25.5112
12.3290,0.492941,-0.718926,1.235147,-25.3909
12.3440,0.496345,-0.722306,1.235671,-25.4006
12.3750,0.499880,-0.725849,1.236491,-25.6880
12.3910,0.503491,-0.729425,1.237520,-25.8750
12.4070,0.507143,-0.733187,1.238589,-25.8103
12.4220,0.510612,-0.737216,1.239416,-25.9733
12.4540,0.514024,-0.741604,1.240275,-26.5171
12.4690,0.517113,-0.746087,1.240459,-27.1493
12.4850,0.520111,-0.751753,1.240381,-27.6653
12.5000,0.523545,-0.756137,1.240407,-27.9716
12.5160,0.527307,-0.760337,1.240327,-27.9030
12.5470,0.531223,-0.764590,1.239940,-27.4841
12.5630,0.535001,-0.769021,1.239185,-27.1746
12.5790,0.538499,-0.773528,1.238180,-27.2316
12.5940,0.541942,-0.777853,1.237116,-27.3063
12.6250,0.545606,-0.781974,1.236150,-26.9941
12.6410,0.547370,-0.784912,1.233534,-26.3405
12.6570,0.553526,-0.787365,1.233142,-25.3664
12.6880,0.557416,-0.791269,1.232176,-24.3790
12.7040,0.562575,-0.796520,1.231341,-23.4353
12.7190,0.566628,-0.800956,1.230965,-22.8957
12.7350,0.570538,-0.805208,1.231004,-22.4501
12.7660,0.573795,-0.809419,1.231503,-21.8649
12.7820,0.577379,-0.813427,1.231913,-21.5748
12.7970,0.580803,-0.817537,1.232463,-21.0291
12.8290,0.583977,-0.821838,1.232867,-20.1211
12.8440,0.587215,-0.826171,1.233086,-19.2558
12.8600,0.590014,-0.830545,1.233384,-18.3596
12.8910,0.592564,-0.834955,1.233938,-17.7687
12.9070,0.595004,-0.840053,1.234985,-17.5165
12.9220,0.597484,-0.844488,1.235888,-17.1960
12.9540,0.600235,-0.848867,1.235908,-16.6624
12.9690,0.602997,-0.853347,1.235526,-15.8405
12.9850,0.604278,-0.855695,1.235354,-15.3753
13.0160,0.606579,-0.860546,1.235108,-14.7249
13.0320,0.608562,-0.866084,1.235519,-14.5995
13.0470,0.610269,-0.871385,1.236196,-14.6347
13.0790,0.611948,-0.876325,1.236584,-14.4904
13.0940,0.613628,-0.881045,1.236877,-14.1873
13.1100,0.615224,-0.886028,1.237952,-13.7702
13.1250,0.616679,-0.890839,1.239080,-13.3327
13.1410,0.617942,-0.895631,1.240590,-13.2756
13.1720,0.619025,-0.900377,1.242271,-13.4681
13.1880,0.620144,-0.904908,1.243907,-13.5068
13.2040,0.621383,-0.909199,1.245364,-13.3207
13.2190,0.622632,-0.913344,1.246648,-13.0932
13.2500,0.623797,-0.917344,1.247814,-12.9754
13.2660,0.623870,-0.921036,1.249097,-13.0664
13.2820,0.624922,-0.924248,1.249841,-12.5140
13.2970,0.625991,-0.927140,1.251073,-12.1261
13.3290,0.627193,-0.929950,1.252586,-11.7081
13.3440,0.628339,-0.932484,1.253537,-11.1103
13.3600,0.629357,-0.935159,1.254829,-10.6173
13.3910,0.630399,-0.937835,1.255649,-10.2777
13.4070,0.631263,-0.940369,1.256058,-10.2015
13.4220,0.631276,-0.942797,1.256377,-10.6624
13.4380,0.631737,-0.945186,1.256635,-11.1020
13.4540,0.632367,-0.947277,1.256742,-11.2748
13.4850,0.633446,-0.949345,1.256475,-11.1449
13.5000,0.634625,-0.951406,1.256490,-10.8386
13.5320,0.635770,-0.953513,1.255864,-10.6279
13.5470,0.636722,-0.955651,1.255442,-10.7611
13.5630,0.636765,-0.958022,1.256342,-11.2330
13.5790,0.637574,-0.959524,1.257013,-11.3805
13.5940,0.638406,-0.960644,1.257188,-11.0341
13.6250,0.639630,-0.961925,1.257746,-10.6406
13.6410,0.641067,-0.962999,1.257550,-10.1044
13.6570,0.642458,-0.964110,1.257035,-9.6630
13.6880,0.643584,-0.965293,1.256524,-9.7866
13.7040,0.644392,-0.966660,1.255979,-10.5038
13.7190,0.644240,-0.968344,1.255200,-11.5477
13.7500,0.645320,-0.969043,1.254495,-11.9160
13.7660,0.646901,-0.969204,1.253820,-11.5469
13.7820,0.648632,-0.968976,1.253159,-11.0011
13.8130,0.650184,-0.968914,1.252441,-10.1044
13.8290,0.651662,-0.968943,1.252151,-9.3319
13.8440,0.652822,-0.969262,1.251903,-9.1508
13.8600,0.653748,-0.969698,1.251749,-9.0558
13.8910,0.654734,-0.970157,1.251653,-8.8122
13.9070,0.653999,-0.971336,1.253158,-9.2736
13.9220,0.654278,-0.972261,1.253029,-9.9233
13.9380,0.654993,-0.973570,1.252646,-10.0700
13.9690,0.656017,-0.974559,1.252332,-9.2892
13.9850,0.657233,-0.975241,1.252252,-8.1992
14.0000,0.658557,-0.975652,1.252134,-6.9653
14.0320,0.659779,-0.975979,1.252118,-6.2760
14.0470,0.659963,-0.976636,1.252345,-6.0033
14.0630,0.660660,-0.976562,1.252370,-5.7057
14.0790,0.661712,-0.977161,1.251748,-5.4912
14.1100,0.662723,-0.977584,1.251330,-5.2413
14.1250,0.663750,-0.978206,1.251247,-4.9015
14.1410,0.664762,-0.978937,1.251502,-4.3607
14.1720,0.665777,-0.979656,1.252060,-3.6691
14.1880,0.666673,-0.980707,1.253317,-2.8604
14.2040,0.665981,-0.982726,1.254360,-1.9413
14.2190,0.666678,-0.983228,1.255409,-0.8923
14.2500,0.667562,-0.984266,1.256227,-0.0115
14.2660,0.668231,-0.986092,1.257465,0.4004
14.2820,0.669371,-0.988108,1.259312,0.2081
14.2970,0.670657,-0.989979,1.260968,0.2895
14.3290,0.671475,-0.991652,1.262319,1.2819
14.3440,0.672392,-0.993695,1.262343,2.7439
14.3600,0.672351,-0.996494,1.263516,3.3338
14.3910,0.673463,-0.999319,1.264582,2.9101
14.4070,0.675357,-1.002471,1.264612,2.1624
14.4220,0.676863,-1.005245,1.264413,1.8327
14.4380,0.678091,-1.007934,1.264658,2.0393
14.4690,0.679136,-1.010692,1.265008,2.4861
14.4850,0.680234,-1.013674,1.265494,2.8250
14.5000,0.680315,-1.015819,1.266891,3.0405
14.5320,0.681316,-1.019083,1.267734,3.3613
14.5470,0.682316,-1.022438,1.268754,3.6942
14.5630,0.682523,-1.026646,1.269382,3.8972
14.5790,0.682962,-1.030416,1.270223,4.3713
14.6100,0.683622,-1.033851,1.271235,5.1019
14.6250,0.684762,-1.036607,1.272497,5.8852
14.6410,0.685744,-1.040468,1.273979,6.3898
14.6570,0.686234,-1.044908,1.275740,6.7816
14.6880,0.687505,-1.049111,1.277172,7.5050
14.7040,0.688604,-1.053060,1.278769,8.4504
14.7190,0.688753,-1.057860,1.280316,9.1895
14.7500,0.690105,-1.062004,1.281741,9.7152
14.7660,0.691071,-1.066669,1.283440,9.9963
14.7820,0.692934,-1.073969,1.287375,10.6213
14.7970,0.693620,-1.076158,1.288606,10.8888
14.8290,0.695071,-1.080497,1.290952,11.3719
14.8440,0.696622,-1.084801,1.293006,11.8328
14.8750,0.698211,-1.089110,1.294919,12.3247
14.8910,0.699850,-1.093452,1.296944,12.8147
14.9070,0.702350,-1.098466,1.297489,13.1702
14.9220,0.704212,-1.102735,1.299240,13.5570
14.9540,0.704986,-1.107731,1.300110,13.9838
14.9690,0.705849,-1.112418,1.301031,14.5218
14.9850,0.706740,-1.115058,1.302546,15.0273
15.0000,0.708273,-1.117792,1.304212,15.3962
15.0320,0.709857,-1.121340,1.306012,15.7933
15.0470,0.711512,-1.125269,1.307554,16.2316
15.0630,0.713266,-1.129145,1.308894,16.5894
15.0790,0.715119,-1.132950,1.309874,16.9002
15.1100,0.714929,-1.137537,1.310230,17.0817
15.1250,0.716054,-1.141600,1.310453,17.2577
15.1410,0.717681,-1.145484,1.309986,17.3913
15.1720,0.718610,-1.147901,1.310984,17.6713
15.1880,0.719431,-1.150931,1.311802,17.9644
15.2040,0.720426,-1.154191,1.312177,18.3119
15.2190,0.722058,-1.157690,1.312187,18.5515
15.2500,0.723219,-1.160916,1.311764,18.6436
15.2660,0.724874,-1.163877,1.311353,18.7843
15.2820,0.727663,-1.167939,1.311075,19.1302
15.2970,0.729894,-1.171564,1.310898,19.4243
15.3290,0.730668,-1.175679,1.311371,19.6952
15.3440,0.732570,-1.178806,1.311463,19.9964
15.3600,0.734655,-1.180357,1.311690,20.1413
15.3910,0.735588,-1.183564,1.312078,20.2017
15.4070,0.737542,-1.186171,1.312326,20.3901
15.4220,0.738309,-1.187970,1.312756,20.5988
15.4540,0.740864,-1.191049,1.312463,20.8088
15.4690,0.741920,-1.193803,1.313089,21.1214
15.4850,0.743611,-1.195925,1.313523,21.4643
15.5000,0.744815,-1.198374,1.313596,21.8530
15.5320,0.746641,-1.200208,1.313802,22.0769
15.5470,0.748396,-1.201677,1.313119,22.4996
15.5630,0.749860,-1.203679,1.313418,22.8163
15.5790,0.751412,-1.204900,1.313035,23.3157
15.6100,0.753518,-1.206271,1.312846,23.5167
15.6250,0.755890,-1.207451,1.312304,23.6552
15.6410,0.757613,-1.207726,1.311335,23.8720
15.6570,0.759845,-1.206348,1.310962,23.9232
15.6880,0.762528,-1.207109,1.310706,24.1698
15.7040,0.765014,-1.207565,1.310985,24.3470
15.7190,0.767399,-1.207829,1.311323,24.4637
15.7350,0.769751,-1.207893,1.311564,24.6272
15.7660,0.772079,-1.207785,1.311562,24.9013
15.7820,0.774516,-1.207616,1.311284,25.0966
15.7970,0.771845,-1.208742,1.312753,25.1038
15.8290,0.773873,-1.208119,1.312885,24.9795
15.8440,0.777029,-1.208338,1.313139,24.9899
15.8600,0.779143,-1.208242,1.313836,24.9415
15.8750,0.781031,-1.208189,1.314579,25.0512
15.9070,0.782786,-1.208099,1.315344,25.3010
15.9220,0.784661,-1.207945,1.316155,25.4610
15.9540,0.787725,-1.208064,1.317000,25.4459
15.9690,0.787746,-1.208700,1.318042,25.2454
15.9850,0.789542,-1.208248,1.319292,25.3920
16.0000,0.789782,-1.208278,1.321296,25.6412
16.0320,0.791157,-1.207741,1.323272,25.8892
16.0470,0.792675,-1.207738,1.324982,26.0492
16.0630,0.793072,-1.207847,1.326671,26.1027
16.0790,0.794313,-1.207729,1.328270,25.9944
16.1100,0.796286,-1.207585,1.328687,25.8685
16.1250,0.797950,-1.207230,1.329952,25.9847
16.1410,0.799815,-1.207497,1.330277,26.1517
16.1720,0.804386,-1.208297,1.330719,26.2392
16.1880,0.805326,-1.208602,1.331395,26.1654
16.2040,0.806707,-1.208400,1.332164,26.1856
16.2190,0.809168,-1.208647,1.331815,26.2427
16.2500,0.811383,-1.208383,1.331772,26.2215
16.2660,0.813291,-1.207670,1.331896,26.1181
16.2820,0.814306,-1.206496,1.332531,26.1368
16.2970,0.815903,-1.205438,1.332658,26.2792
16.3290,0.817428,-1.204313,1.332724,26.4466
16.3440,0.817983,-1.203263,1.333041,26.5901
16.3600,0.819605,-1.202149,1.333246,26.6407
16.3910,0.820744,-1.201407,1.334352,26.6290
16.4070,0.822175,-1.200550,1.335493,26.6675
16.4220,0.823805,-1.199421,1.336213,26.7554
16.4540,0.825378,-1.198216,1.336767,27.0121
16.4690,0.827072,-1.197033,1.337249,27.1833
16.4850,0.828874,-1.196095,1.336476,27.1519
16.5000,0.830907,-1.194984,1.336482,27.0406
16.5160,0.832515,-1.194321,1.337395,27.2799
16.5470,0.834356,-1.193355,1.337732,27.4909
16.5630,0.836255,-1.193050,1.338893,27.5980
16.5790,0.838381,-1.192581,1.339802,27.5231
16.6100,0.840611,-1.191923,1.339928,27.3372
16.6250,0.842588,-1.191853,1.341026,27.1686
16.6410,0.844815,-1.191188,1.341366,26.8664
16.6570,0.847121,-1.191207,1.341746,26.4292
16.6880,0.849421,-1.191035,1.342294,26.1273
16.7040,0.851241,-1.191242,1.344031,26.1005
16.7190,0.854329,-1.191393,1.344740,26.2088
16.7500,0.856812,-1.191522,1.344565,26.3039
16.7660,0.859238,-1.191559,1.344883,26.3254
16.7820,0.861920,-1.191933,1.344479,26.0482
16.8130,0.864606,-1.192198,1.344515,25.7209
16.8290,0.867334,-1.192482,1.344692,25.4161
16.8440,0.870037,-1.192755,1.345088,25.2765
16.8600,0.872623,-1.193239,1.347337,25.4548
16.8750,0.875109,-1.193444,1.347956,25.6702
16.9070,0.877526,-1.193649,1.348426,25.8883
16.9220,0.879946,-1.193902,1.348939,25.9932
16.9380,0.882377,-1.194213,1.349622,25.9920
16.9690,0.884755,-1.194593,1.350398,26.1193
16.9850,0.887071,-1.195087,1.351114,26.3244
17.0000,0.889420,-1.195675,1.351717,26.4891
17.0160,0.891844,-1.196384,1.352271,26.5691
17.0470,0.899133,-1.198375,1.350033,26.5153
17.0630,0.902244,-1.199147,1.350592,26.0384
17.0790,0.905411,-1.200211,1.351054,25.5141
17.1100,0.908603,-1.201206,1.351411,25.1584
17.1250,0.909147,-1.202709,1.350976,25.0629
17.1410,0.910978,-1.203745,1.351090,25.3304
17.1570,0.913003,-1.204708,1.351461,25.8564
17.1880,0.915010,-1.204786,1.352270,26.3625
17.2040,0.916951,-1.205748,1.352812,26.7811
17.2190,0.918960,-1.206529,1.353645,26.9747
17.2500,0.918493,-1.208349,1.354320,27.2855
17.2660,0.920067,-1.208544,1.354692,27.5278
17.2820,0.920728,-1.209320,1.355169,27.9171
17.2970,0.922458,-1.210141,1.355322,28.1922
17.3290,0.924305,-1.211277,1.355461,28.4511
17.3440,0.926224,-1.212354,1.355882,28.7253
17.3600,0.928328,-1.213290,1.355815,28.9397
17.3910,0.930553,-1.214305,1.355817,29.0876
17.4070,0.932893,-1.215172,1.355996,29.1873
17.4220,0.935387,-1.215817,1.355776,29.1848
17.4380,0.941945,-1.217700,1.356386,29.3333
17.4690,0.944726,-1.218668,1.356586,29.3798
17.4850,0.947879,-1.219430,1.356838,29.5793
17.5000,0.950380,-1.220125,1.357356,29.7971
17.5320,0.952489,-1.220951,1.357323,30.0390
17.5470,0.955021,-1.221263,1.357813,30.2308
17.5630,0.957547,-1.221620,1.358128,30.3552
17.5790,0.960074,-1.221981,1.358326,30.5031
17.6100,0.962599,-1.222197,1.358437,30.7118
17.6250,0.965194,-1.222371,1.358401,30.8986
17.6410,0.967893,-1.222459,1.358317,31.0438
17.6570,0.970690,-1.222527,1.358193,31.1651
17.6720,0.973560,-1.222605,1.358070,31.2376
17.7040,0.976469,-1.222702,1.358029,31.2874
17.7190,0.979326,-1.222784,1.358783,31.3046
17.7350,0.982317,-1.222695,1.359140,31.3366
17.7660,0.985407,-1.222605,1.359319,31.3566
17.7820,0.988508,-1.222412,1.359349,31.4720
17.7970,0.991644,-1.222166,1.359358,31.5809
17.8130,0.994936,-1.221849,1.359375,31.6428
17.8440,0.998367,-1.221508,1.359375,31.6125
17.8600,1.001889,-1.221076,1.359266,31.5836
17.8910,1.005406,-1.220589,1.359083,31.5391
17.9070,1.008937,-1.220073,1.358886,31.5765
17.9220,1.012534,-1.219500,1.358836,31.5663
17.9380,1.016015,-1.219211,1.359038,31.5307
17.9690,1.019621,-1.218659,1.359282,31.5471
17.9850,1.023220,-1.217979,1.359599,31.6522
18.0000,1.027075,-1.217225,1.359961,31.7246
18.0160,1.030924,-1.216392,1.360364,31.6857
18.0320,1.034814,-1.215466,1.360793,31.6040
18.0630,1.038710,-1.214469,1.361218,31.6027
18.0790,1.042642,-1.213377,1.361640,31.6611
18.1100,1.046648,-1.212172,1.362127,31.6997
18.1250,1.050747,-1.210939,1.362676,31.6976
18.1410,1.054911,-1.209681,1.363300,31.6036
18.1570,1.059061,-1.208484,1.364071,31.6133
18.1880,1.063029,-1.207313,1.365041,31.7132
18.2040,1.066880,-1.206120,1.366138,31.8294
18.2190,1.070800,-1.204985,1.367283,31.8266
18.2350,1.074695,-1.203778,1.368348,31.8250
18.2660,1.078488,-1.202537,1.369210,31.8997
18.2820,1.082312,-1.201300,1.370006,31.9384
18.2970,1.086231,-1.200053,1.370855,31.9822
18.3130,1.090247,-1.198840,1.371724,32.0947
18.3440,1.094532,-1.197685,1.372588,32.0562
18.3600,1.098887,-1.196552,1.373304,31.9527
18.3750,1.103139,-1.195390,1.373879,32.0348
18.4070,1.107203,-1.194175,1.374359,32.2446
18.4220,1.110978,-1.192932,1.374808,32.4212
18.4380,1.115114,-1.191725,1.375452,32.3574
18.4540,1.119345,-1.190516,1.376047,32.1583
18.4850,1.123417,-1.189302,1.376620,32.0837
18.5000,1.127294,-1.188080,1.377184,32.1616
18.5320,1.131025,-1.186884,1.377800,32.2927
18.5470,1.134943,-1.185691,1.378459,32.2642
18.5630,1.138870,-1.184423,1.379021,32.1404
18.5790,1.142752,-1.183102,1.379387,32.0666
18.6100,1.146650,-1.181747,1.379658,32.0919
18.6250,1.150427,-1.180412,1.379977,32.1119
18.6410,1.154269,-1.179078,1.380391,32.0435
18.6570,1.158112,-1.177724,1.380850,31.9613
18.6880,1.162009,-1.176354,1.381214,31.9085
18.7040,1.165846,-1.174927,1.381533,31.8310
18.7190,1.169422,-1.173415,1.381690,31.7816
18.7350,1.173035,-1.171936,1.381849,31.7623
18.7500,1.176331,-1.170420,1.382115,31.7706
18.7820,1.179448,-1.168880,1.382531,31.8689
18.7970,1.182350,-1.167287,1.382874,31.9856
18.8290,1.185359,-1.165692,1.383053,32.0396
18.8440,1.188303,-1.164037,1.383017,32.1935
18.8600,1.190968,-1.162352,1.382914,32.3621
18.8910,1.193333,-1.160636,1.382819,32.4480
18.9070,1.196004,-1.158985,1.382785,32.3643
18.9220,1.198497,-1.157368,1.382615,32.3373
18.9380,1.200847,-1.155738,1.382395,32.5305
18.9540,1.203898,-1.153988,1.382077,32.5600
18.9850,1.207326,-1.152516,1.381853,32.3588
19.0000,1.210070,-1.151080,1.381498,32.2573
19.0320,1.212520,-1.149807,1.381350,32.1661
19.0320,1.215060,-1.148728,1.381497,32.0796
19.0630,1.217451,-1.147780,1.381718,32.0560
19.0790,1.219730,-1.146946,1.381784,31.9693
19.0940,1.222430,-1.146252,1.381847,31.6895
19.1250,1.225286,-1.145668,1.381942,31.3691
19.1410,1.227479,-1.145073,1.381944,31.2515
19.1570,1.229553,-1.144552,1.382179,31.3406
19.1880,1.231659,-1.144167,1.382531,31.4496
19.2040,1.234002,-1.143858,1.382810,31.3895
19.2190,1.236309,-1.143497,1.382705,31.1328
19.2350,1.239003,-1.143148,1.382494,30.7970
19.2660,1.240999,-1.142674,1.382160,30.6730
19.2820,1.242932,-1.142199,1.382004,30.6385
19.2970,1.244767,-1.141739,1.381989,30.5790
19.3130,1.246377,-1.141239,1.381985,30.5984
19.3440,1.247628,-1.140599,1.381926,30.6246
19.3600,1.248898,-1.139935,1.381794,30.6270
19.3750,1.250285,-1.139180,1.381523,30.6581
19.4070,1.251773,-1.138424,1.381211,30.6941
19.4220,1.253208,-1.137673,1.380992,30.8247
19.4380,1.254734,-1.136936,1.380979,30.9838
19.4690,1.256273,-1.136232,1.380955,31.0517
19.4850,1.258097,-1.135633,1.380876,30.9789
19.5000,1.260005,-1.135099,1.380698,30.8594
19.5160,1.261991,-1.134562,1.380532,30.7889
19.5470,1.263776,-1.134001,1.380476,30.7234
19.5630,1.265647,-1.133461,1.380452,30.7144
19.5790,1.267390,-1.132877,1.380300,30.7412
19.5940,1.269227,-1.132303,1.380123,30.6743
19.6250,1.271047,-1.131708,1.379847,30.6185
19.6410,1.272809,-1.131064,1.379509,30.6290
19.6570,1.274391,-1.130397,1.379074,30.7212
19.6880,1.276268,-1.129759,1.378663,30.7721
19.7040,1.277800,-1.129113,1.378121,30.8612
19.7190,1.279634,-1.128483,1.377770,30.9996
19.7350,1.281286,-1.127701,1.377271,31.1179
19.7660,1.283461,-1.126899,1.376823,31.1317
19.7820,1.285753,-1.126012,1.376253,31.2010
19.7970,1.287619,-1.125044,1.375557,31.4234
19.8130,1.289594,-1.124089,1.375200,31.6990
19.8440,1.291437,-1.123114,1.374880,31.9686
19.8600,1.293536,-1.122151,1.374573,32.1326
19.8750,1.295790,-1.121105,1.374028,32.3726
19.8910,1.297887,-1.119931,1.373343,32.5829
19.9220,1.299932,-1.118652,1.372732,32.7281
19.9380,1.301876,-1.117351,1.372417,32.9250
19.9540,1.303409,-1.116008,1.372151,33.2829
19.9850,1.305055,-1.114694,1.371946,33.6704
20.0000,1.306696,-1.113337,1.371430,33.9175
20.0160,1.308731,-1.111943,1.370715,34.1203
20.0470,1.228443,-1.093955,1.342952,34.3563
20.0630,1.231327,-1.092563,1.342198,34.4559
20.0790,1.233973,-1.091078,1.341798,34.7293
20.0940,1.237057,-1.089928,1.342103,35.0696
20.1100,1.240593,-1.088935,1.342749,35.4073
20.1410,1.242829,-1.087539,1.342933,35.3900
20.1570,1.245320,-1.086216,1.342682,35.1476
20.1880,1.251927,-1.085927,1.343277,34.6502
20.2040,1.256424,-1.084925,1.343376,34.2656
20.2190,1.259778,-1.083783,1.343563,34.0225
20.2350,1.262894,-1.082766,1.343928,34.1873
20.2500,1.265932,-1.081646,1.344108,34.5465
20.2820,1.270856,-1.081299,1.344017,34.7478
20.2970,1.275398,-1.080612,1.343271,34.9953
20.3130,1.280228,-1.078916,1.343287,34.8637
20.3440,1.284183,-1.077959,1.343364,34.7906
20.3600,1.287772,-1.077072,1.343576,34.9072
20.3750,1.291012,-1.076149,1.343678,35.2521
20.3910,1.294229,-1.075265,1.343523,35.5194
20.4220,1.297563,-1.074483,1.343384,35.5729
20.4380,1.301058,-1.073641,1.342992,35.5945
20.4540,1.304569,-1.072898,1.342838,35.5889
20.4850,1.307837,-1.072035,1.342558,35.7436
20.5000,1.310550,-1.071802,1.342731,35.9135
20.5160,1.313791,-1.071322,1.342811,35.9718
20.5470,1.316967,-1.070486,1.342055,36.1527
20.5630,1.320027,-1.069817,1.341540,36.2304
