t,x,y,z,yaw
31.3290,2.647460,-0.795937,1.415968,105.5750
31.3440,2.646539,-0.793366,1.415425,105.5383
31.3750,2.644123,-0.790624,1.415635,105.4674
31.3910,2.641593,-0.787903,1.416201,105.2137
31.4070,2.639011,-0.785186,1.416849,104.9022
31.4380,2.635656,-0.784935,1.417109,104.8661
31.4540,2.632788,-0.783103,1.417734,104.8814
31.4690,2.629979,-0.780820,1.418446,104.7695
31.4850,2.624690,-0.776573,1.423731,104.8073
31.5160,2.621994,-0.774437,1.425312,104.5673
31.5320,2.620725,-0.772133,1.425028,104.3019
31.5470,2.616620,-0.769980,1.426892,104.0589
31.5630,2.615290,-0.767678,1.426223,103.8070
31.5940,2.611378,-0.765572,1.428035,103.6473
31.6100,2.608690,-0.763378,1.428723,103.5365
31.6250,2.606296,-0.760350,1.427599,103.2625
31.6410,2.603158,-0.758074,1.428628,103.0376
31.6720,2.600718,-0.755701,1.429034,102.7444
31.6880,2.598935,-0.753005,1.428108,102.3799
31.7040,2.597343,-0.750594,1.427070,102.2089
31.7350,2.594368,-0.749590,1.426767,102.2306
31.7660,2.591739,-0.748178,1.426533,102.2855
31.7820,2.588555,-0.745143,1.428774,102.0877
31.7970,2.587132,-0.743454,1.427839,101.9542
31.8130,2.585453,-0.741477,1.427325,101.5694
31.8290,2.583152,-0.739677,1.427503,101.3552
31.8440,2.578391,-0.737812,1.430393,101.2494
31.8750,2.575909,-0.736240,1.430810,101.1736
31.8910,2.573497,-0.734660,1.431208,100.9635
31.9070,2.571141,-0.733063,1.431609,100.6678
31.9220,2.568811,-0.731523,1.431982,100.4179
31.9540,2.565691,-0.729468,1.430090,100.4644
31.9690,2.562990,-0.727777,1.429012,100.5189
31.9850,2.563936,-0.727033,1.430081,100.2541
32.0160,2.563211,-0.725430,1.428671,100.0171
32.0320,2.560308,-0.723515,1.429686,99.9516
32.0470,2.558507,-0.721555,1.429269,99.7531
32.0630,2.556803,-0.719731,1.429277,99.4371
32.0940,2.555051,-0.718059,1.429254,99.1972
32.1100,2.553356,-0.716522,1.429265,99.0161
32.1250,2.551666,-0.713934,1.427352,98.7828
32.1570,2.550197,-0.712492,1.427200,98.6639
32.1720,2.548934,-0.710736,1.425935,98.5212
32.1880,2.547604,-0.709197,1.425128,98.3327
32.2190,2.546253,-0.707744,1.424644,98.0955
32.2350,2.545087,-0.706329,1.424302,97.9792
32.2500,2.543549,-0.704903,1.424418,97.8223
32.2660,2.542149,-0.703494,1.424567,97.6177
32.2820,2.540720,-0.702139,1.424817,97.4365
32.3130,2.537174,-0.700075,1.428713,97.5198
32.3290,2.535367,-0.698608,1.429774,97.7545
32.3440,2.534993,-0.697555,1.429564,97.8486
32.3750,2.533757,-0.696275,1.430239,97.9040
32.3910,2.531740,-0.694458,1.431618,97.7029
32.4070,2.530628,-0.692712,1.432548,97.6569
32.4220,2.530399,-0.691280,1.432451,97.6225
32.4540,2.528349,-0.689860,1.433891,97.6788
32.4690,2.528240,-0.688710,1.433945,97.6142
32.4850,2.526495,-0.687231,1.435735,97.5760
32.5160,2.526060,-0.686567,1.436245,97.5747
32.5320,2.524640,-0.684291,1.436770,97.6894
32.5470,2.523780,-0.682773,1.437292,97.7030
32.5630,2.522908,-0.681215,1.437617,97.6745
32.5940,2.522440,-0.679411,1.436271,97.5060
32.6100,2.521645,-0.677817,1.435631,97.4245
32.6250,2.519665,-0.675291,1.438491,97.5553
32.6570,2.518940,-0.673573,1.439126,97.5625
32.6720,2.518490,-0.672374,1.438984,97.6568
32.6880,2.517949,-0.670470,1.439194,97.4934
32.7040,2.517556,-0.668553,1.439335,97.3732
32.7350,2.517273,-0.666711,1.439473,97.3797
32.7500,2.516890,-0.664017,1.439053,97.2889
32.7660,2.517079,-0.661708,1.439263,97.0468
32.7970,2.518216,-0.658260,1.438503,96.6000
32.8130,2.518041,-0.655977,1.439872,96.4886
32.8290,2.518427,-0.654865,1.440243,96.4392
32.8440,2.519572,-0.652190,1.439219,96.1675
32.8750,2.519668,-0.649686,1.440074,96.1447
32.8910,2.520894,-0.647324,1.439882,95.9462
32.9070,2.521886,-0.644000,1.439165,96.0400
32.9220,2.522044,-0.642992,1.439074,96.0904
32.9540,2.522156,-0.641052,1.438720,96.1783
32.9690,2.522056,-0.639205,1.438130,96.2688
32.9850,2.521825,-0.637349,1.437430,96.3367
33.0000,2.521570,-0.635359,1.436702,96.2926
33.0320,2.520436,-0.632838,1.437941,96.2586
33.0470,2.520101,-0.630559,1.437627,96.3166
33.0630,2.519821,-0.628171,1.437301,96.3906
33.0940,2.519584,-0.625627,1.437029,96.4156
33.1100,2.519250,-0.622909,1.436818,96.3721
33.1250,2.518910,-0.620125,1.436651,96.3475
33.1570,2.518613,-0.617309,1.436484,96.3701
33.1720,2.517179,-0.611437,1.434217,96.5343
33.1880,2.516813,-0.607694,1.433591,96.7539
33.2040,2.516630,-0.603837,1.433147,96.8291
33.2190,2.516655,-0.599909,1.432999,96.5650
33.2500,2.517442,-0.595593,1.432010,96.2115
33.2660,2.517784,-0.591672,1.431437,95.9512
33.2820,2.517616,-0.587792,1.431073,95.7944
33.3130,2.517250,-0.584018,1.430707,95.6574
33.3290,2.516574,-0.580337,1.430295,95.7344
33.3440,2.515790,-0.576711,1.429773,95.6836
33.3750,2.514958,-0.573057,1.429326,95.6349
33.3910,2.514138,-0.569347,1.428876,95.4470
33.4070,2.513172,-0.565579,1.428391,95.3441
33.4220,2.512155,-0.561810,1.427907,95.3810
33.4540,2.511091,-0.558020,1.427480,95.2744
33.4690,2.510031,-0.554250,1.427140,95.2018
33.4850,2.508918,-0.550520,1.427034,95.1072
33.5000,2.507816,-0.546805,1.426915,95.1506
33.5320,2.506793,-0.543084,1.426908,95.1716
33.5470,2.505924,-0.539236,1.426999,95.0876
33.5630,2.505228,-0.535240,1.427110,94.8933
33.5940,2.504588,-0.531215,1.427424,94.6398
33.6100,2.504020,-0.527255,1.427792,94.4631
33.6250,2.503430,-0.523391,1.428272,94.3415
33.6410,2.502852,-0.519686,1.428704,94.2643
33.6720,2.502966,-0.513793,1.429673,94.3184
33.6880,2.502213,-0.509985,1.430009,94.4516
33.7040,2.501397,-0.506165,1.430337,94.6102
33.7350,2.500584,-0.502232,1.430629,94.5283
33.7500,2.499791,-0.498259,1.430860,94.3958
33.7660,2.498858,-0.494587,1.431041,94.4912
33.7820,2.497952,-0.490770,1.431288,94.5306
33.8130,2.497048,-0.486952,1.431631,94.4881
33.8290,2.496119,-0.483205,1.432060,94.5726
33.8440,2.495202,-0.479431,1.432549,94.5750
33.8600,2.494316,-0.475670,1.433008,94.5946
33.8910,2.493406,-0.472081,1.433388,94.6518
33.9070,2.492598,-0.468330,1.433706,94.6004
33.9220,2.491831,-0.464485,1.433877,94.5891
33.9540,2.491077,-0.460650,1.434023,94.5431
33.9690,2.490357,-0.456850,1.434132,94.5910
33.9850,2.489645,-0.453038,1.434360,94.6452
34.0160,2.488923,-0.449165,1.434639,94.7046
34.0320,2.488130,-0.445294,1.434838,94.7385
34.0470,2.487333,-0.441321,1.434901,94.7397
34.0630,2.486481,-0.437293,1.434853,94.7834
34.0940,2.485592,-0.433213,1.434782,94.8101
34.1100,2.484690,-0.429072,1.434722,94.8989
34.1250,2.483763,-0.424928,1.434716,95.0506
34.1410,2.482833,-0.420834,1.434756,95.0409
34.1720,2.481800,-0.416685,1.434958,95.1398
34.1880,2.480595,-0.412573,1.435063,95.3041
34.2040,2.479272,-0.408518,1.435165,95.4124
34.2190,2.477846,-0.404603,1.435294,95.5960
34.2500,2.476419,-0.400644,1.435620,95.7925
34.2660,2.474977,-0.396732,1.436046,95.9961
34.2970,2.473707,-0.392948,1.436383,96.1148
34.3130,2.472526,-0.389254,1.436715,96.2255
34.3290,2.471277,-0.385575,1.437119,96.3542
34.3440,2.470084,-0.381926,1.437562,96.5279
34.3750,2.469151,-0.378402,1.437941,96.6160
34.3910,2.468294,-0.374890,1.438408,96.6499
34.4070,2.467474,-0.371388,1.438943,96.5874
34.4220,2.466648,-0.368020,1.439438,96.5344
34.4380,2.465791,-0.364888,1.439919,96.5834
34.4690,2.464931,-0.361950,1.440543,96.6902
34.4850,2.464101,-0.359101,1.441318,96.7967
34.5160,2.463285,-0.356258,1.442040,96.8728
34.5320,2.462457,-0.353357,1.442482,96.8829
34.5470,2.461641,-0.350384,1.442615,96.8283
34.5630,2.460865,-0.347350,1.442600,96.7501
34.5940,2.460145,-0.344241,1.442590,96.6545
34.6100,2.459492,-0.341055,1.442593,96.5284
34.6250,2.440907,-0.330184,1.444281,96.0639
34.6410,2.439532,-0.326564,1.444084,95.8002
34.6720,2.440366,-0.326629,1.444742,95.4960
34.6880,2.439090,-0.323129,1.444299,95.4176
34.7040,2.438315,-0.321666,1.444186,95.4543
34.7350,2.436075,-0.316787,1.444007,95.0187
34.7500,2.433663,-0.313313,1.443809,94.4170
34.7660,2.432819,-0.309345,1.443871,94.2074
34.7820,2.431141,-0.306033,1.443819,93.9004
34.8130,2.429680,-0.302181,1.443678,93.5822
34.8290,2.428394,-0.298617,1.443586,93.0696
34.8440,2.426875,-0.295248,1.443438,92.3957
34.8600,2.425023,-0.292135,1.443285,92.1226
34.8910,2.423409,-0.289199,1.443538,91.7808
34.9070,2.421610,-0.286481,1.443851,91.6082
34.9220,2.419844,-0.283837,1.444244,91.5267
34.9540,2.418148,-0.281206,1.444719,91.6051
34.9690,2.416326,-0.278451,1.445131,91.6780
34.9850,2.414641,-0.275381,1.445611,91.2542
35.0000,2.412768,-0.272081,1.445895,90.8214
35.0320,2.410755,-0.268770,1.446061,90.4513
35.0470,2.408545,-0.265703,1.446275,90.3878
35.0630,2.406353,-0.262582,1.446311,90.7550
35.0940,2.404100,-0.259564,1.446370,91.1130
35.1100,2.401908,-0.256403,1.446170,91.2771
35.1250,2.399843,-0.253134,1.445653,90.9018
35.1410,2.398212,-0.249685,1.444838,90.1432
35.1720,2.396510,-0.246153,1.444194,89.3502
35.1880,2.395081,-0.242020,1.443779,88.9089
35.2040,2.393363,-0.238357,1.443145,88.7535
35.2190,2.391642,-0.234890,1.442412,88.5574
35.2500,2.390085,-0.231428,1.441759,88.2142
35.2660,2.388767,-0.227995,1.441211,87.5170
35.2820,2.387583,-0.224549,1.440705,86.9526
35.3130,2.386443,-0.221177,1.440249,86.5869
35.3440,2.385361,-0.217846,1.439706,86.2740
35.3440,2.384329,-0.214496,1.439007,85.9524
35.3750,2.383324,-0.211187,1.438244,85.6647
35.3910,2.382370,-0.207934,1.437605,85.3982
35.4070,2.380765,-0.204374,1.436850,84.9885
35.4220,2.379988,-0.201069,1.436349,84.6165
35.4380,2.379376,-0.197760,1.435781,84.1474
35.4690,2.378637,-0.195491,1.435242,83.8536
35.4850,2.377706,-0.191982,1.434509,83.6063
35.5000,2.376787,-0.188516,1.433686,83.4242
35.5320,2.382673,-0.171658,1.436091,83.3716
35.5470,2.382596,-0.167197,1.435656,83.3954
35.5630,2.382367,-0.162805,1.435367,83.3877
35.5940,2.382267,-0.158808,1.435158,83.3976
35.6100,2.374586,-0.161239,1.432597,83.4437
35.6250,2.373360,-0.155629,1.432066,83.4946
35.6410,2.376896,-0.153993,1.433659,83.4893
35.6720,2.373755,-0.148911,1.432121,83.5477
35.6880,2.373382,-0.145190,1.431878,83.7263
35.7040,2.372842,-0.141514,1.431501,84.0322
35.7350,2.371782,-0.136192,1.431266,84.3917
35.7500,2.376937,-0.134132,1.432398,84.5571
35.7660,2.378492,-0.128038,1.433042,84.6992
35.7970,2.379002,-0.124052,1.433699,84.9682
35.8130,2.379570,-0.118165,1.433190,85.5850
35.8290,2.374047,-0.118961,1.430836,86.0792
35.8440,2.374234,-0.114875,1.430392,86.2237
35.8600,2.376241,-0.108739,1.430775,86.2358
35.8910,2.376355,-0.104662,1.430879,86.4246
35.9070,2.377460,-0.101260,1.431764,86.8628
35.9220,2.375069,-0.099614,1.430922,87.5489
35.9540,2.375009,-0.095859,1.430712,87.8810
35.9690,2.375134,-0.090128,1.430184,88.0038
36.0000,2.375026,-0.085139,1.429620,88.2366
36.0160,2.374720,-0.080520,1.428849,88.7265
36.0320,2.374254,-0.076393,1.428070,89.3103
36.0470,2.373889,-0.072435,1.427268,89.7990
36.0630,2.374023,-0.067485,1.426399,90.2488
36.0940,2.368690,-0.059405,1.425785,90.4116
36.1100,2.373587,-0.057457,1.424760,90.2368
36.1250,2.373824,-0.054910,1.424641,90.2200
36.1410,2.374193,-0.050097,1.424407,90.3856
36.1720,2.373734,-0.047148,1.424307,90.7769
36.1880,2.373045,-0.041246,1.423878,91.1776
36.2040,2.372286,-0.037642,1.423453,91.4662
36.2190,2.373144,-0.034445,1.423838,91.4418
36.2500,2.372631,-0.030604,1.423213,91.3056
36.2660,2.372227,-0.026757,1.422822,91.3047
36.2970,2.367432,-0.027448,1.420225,91.7578
36.3130,2.366459,-0.024011,1.419275,92.1134
36.3440,2.365649,-0.020170,1.418324,92.1533
36.3440,2.364921,-0.016001,1.417310,91.9331
36.3600,2.365493,-0.012892,1.416367,91.5628
36.3910,2.364553,-0.008870,1.415388,91.4124
36.4070,2.363286,-0.004778,1.415158,91.5958
36.4380,2.361789,-0.000723,1.414714,91.9641
36.4540,2.360582,0.003200,1.414414,92.1877
36.4690,2.359508,0.007365,1.413753,92.0991
36.4850,2.358073,0.013188,1.412700,92.2151
36.5000,2.356745,0.018315,1.411744,92.3171
36.5320,2.354897,0.022439,1.411071,92.2517
36.5470,2.353537,0.027457,1.410550,92.2951
36.5630,2.352131,0.032148,1.410288,92.3134
36.5790,2.350746,0.036231,1.410062,92.3934
36.6100,2.349477,0.040145,1.409946,92.5635
36.6250,2.348972,0.042067,1.409838,92.5785
36.6410,2.351229,0.047008,1.411269,91.7409
36.6720,2.350606,0.051025,1.411486,91.3568
36.6880,2.349969,0.054876,1.411684,91.2736
36.7040,2.349403,0.058621,1.411982,91.2688
36.7350,2.348572,0.065591,1.411551,90.8768
36.7500,2.345611,0.068420,1.410712,90.3576
36.7660,2.345432,0.072448,1.410431,89.6213
36.7820,2.345199,0.076295,1.410329,89.0432
36.8130,2.348897,0.075305,1.412932,88.8000
36.8290,2.348013,0.078281,1.412881,88.8894
36.8440,2.346934,0.081141,1.412624,89.0983
36.8600,2.345867,0.083947,1.412304,89.2704
36.8910,2.343904,0.086583,1.411664,89.5822
36.9070,2.343227,0.089632,1.411000,89.6509
36.9220,2.345144,0.090459,1.411515,89.4547
36.9540,2.344776,0.091896,1.411187,89.2931
36.9690,2.343833,0.094830,1.410452,89.1148
37.0000,2.342463,0.100202,1.409463,89.3008
37.0160,2.340919,0.104228,1.408281,89.6572
37.0320,2.339000,0.106782,1.406545,89.8813
37.0470,2.338276,0.109863,1.405198,89.8241
37.0630,2.337438,0.113038,1.404035,89.5336
37.0940,2.337765,0.116298,1.402881,89.1274
37.1100,2.341721,0.113353,1.404703,88.7603
37.1250,2.341510,0.115306,1.403849,88.5266
37.1410,2.341657,0.117338,1.403312,88.3750
37.1720,2.342663,0.119380,1.402730,88.0249
37.1880,2.342928,0.121220,1.402224,87.6600
37.2040,2.343016,0.123086,1.401759,87.3490
37.2190,2.345302,0.128533,1.401271,87.2967
37.2500,2.345182,0.133029,1.400189,86.9929
37.2660,2.345776,0.135191,1.399591,86.3040
37.2820,2.345441,0.136554,1.397910,85.5726
37.2970,2.345700,0.138293,1.397448,85.3050
37.3290,2.346005,0.139895,1.397052,85.1589
37.3440,2.347051,0.141419,1.396293,85.1562
37.3750,2.347831,0.142884,1.395865,85.1025
37.3910,2.348682,0.144304,1.395631,85.0314
37.4070,2.349282,0.145760,1.395569,85.1750
37.4220,2.349486,0.147150,1.395492,85.5644
37.4380,2.349607,0.148552,1.395308,85.9481
37.4690,2.352716,0.145000,1.397871,86.1976
37.4850,2.353948,0.146380,1.397557,86.5370
37.5000,2.354419,0.147972,1.397357,86.7739
37.5320,2.354894,0.148751,1.397193,87.2669
37.5470,2.354240,0.150231,1.397138,87.6147
37.5630,2.355516,0.151259,1.396993,87.7672
37.5790,2.356154,0.151724,1.396928,88.0235
37.6100,2.356506,0.152079,1.397013,88.3849
37.6250,2.356874,0.152382,1.397113,88.8415
37.6410,2.357272,0.152734,1.397387,89.5102
37.6720,2.357497,0.153052,1.397956,89.7332
37.6880,2.356228,0.158682,1.396989,88.8092
37.7040,2.357149,0.159003,1.397273,87.8328
37.7350,2.358626,0.157854,1.397962,87.1999
37.7500,2.359108,0.159814,1.397055,87.1936
37.7660,2.360052,0.160068,1.396656,87.1863
37.7820,2.361778,0.162314,1.396361,86.9742
37.7970,2.363212,0.164065,1.395217,86.7846
37.8290,2.364244,0.165288,1.395162,86.5473
37.8440,2.365522,0.166977,1.394105,86.8285
37.8600,2.365838,0.168684,1.393468,87.6133
37.8910,2.365768,0.168838,1.391838,88.3200
37.9070,2.366680,0.169383,1.391845,88.3375
37.9220,2.368166,0.169497,1.391300,88.0262
37.9380,2.369409,0.169353,1.390306,87.7974
37.9690,2.370896,0.168700,1.390556,87.1427
37.9850,2.372302,0.168111,1.390707,86.4719
38.0000,2.374695,0.169364,1.390683,86.2618
38.0320,2.375744,0.169284,1.391490,86.2977
38.0470,2.375761,0.169237,1.390251,86.6139
38.0630,2.377137,0.168913,1.390055,86.7595
38.0940,2.378181,0.169561,1.390329,86.6890
38.1100,2.379586,0.170330,1.389681,86.6694
38.1250,2.381233,0.173123,1.389883,86.8577
38.1410,2.381388,0.173089,1.389538,87.0305
38.1570,2.382342,0.173511,1.389611,87.0966
38.1880,2.383004,0.175817,1.388866,87.1121
38.2040,2.383986,0.177659,1.388284,86.9929
38.2350,2.385112,0.178476,1.387724,86.6506
38.2500,2.388850,0.178906,1.388372,86.3106
38.2660,2.388489,0.178690,1.387270,86.0209
38.2820,2.389286,0.180468,1.386299,85.9532
38.3130,2.389069,0.181920,1.385297,86.0357
38.3290,2.390365,0.180105,1.386117,85.9729
38.3440,2.390919,0.180281,1.386425,85.9931
38.3600,2.391293,0.180999,1.386179,86.1330
38.3910,2.392728,0.184128,1.385545,86.3467
38.4070,2.391387,0.186467,1.384469,86.8578
38.4220,2.390974,0.189528,1.383918,87.4261
38.4380,2.392638,0.189767,1.385415,87.8827
38.4690,2.392024,0.191293,1.385300,88.3532
38.4850,2.391965,0.194584,1.385332,88.9258
38.5000,2.391673,0.196313,1.385754,89.4026
38.5160,2.391812,0.197924,1.386125,89.7943
38.5470,2.391816,0.199591,1.386470,90.0660
38.5630,2.391945,0.202480,1.386622,90.4644
38.5940,2.391991,0.204443,1.386954,91.0163
38.6100,2.395056,0.202863,1.389414,91.5466
38.6250,2.395221,0.203848,1.389421,91.9798
38.6410,2.396135,0.205663,1.389498,92.0990
38.6720,2.397964,0.209522,1.389273,92.3657
38.6880,2.398680,0.211675,1.389498,92.8305
38.7190,2.399547,0.213485,1.390562,93.3494
38.7350,2.400405,0.215504,1.391472,93.7491
38.7500,2.401511,0.217707,1.392000,93.7084
38.7660,2.402813,0.220237,1.391964,93.6679
38.7820,2.404062,0.222852,1.391894,93.9322
38.8130,2.405185,0.225340,1.391932,94.2109
38.8290,2.406242,0.227631,1.392341,94.3178
38.8440,2.407255,0.229886,1.393075,94.3815
38.8600,2.407548,0.230435,1.391209,94.5331
38.8910,2.408685,0.232485,1.391168,94.7629
38.9070,2.409698,0.234701,1.391557,95.0206
38.9220,2.410617,0.236996,1.391951,95.3093
38.9380,2.412249,0.240164,1.392736,95.5121
38.9690,2.413342,0.242736,1.393171,95.6404
38.9850,2.414694,0.245222,1.393469,95.8291
39.0000,2.415997,0.248114,1.394177,96.0078
39.0320,2.417210,0.251481,1.394638,96.4865
39.0470,2.418310,0.255162,1.394765,97.0776
39.0630,2.419785,0.259638,1.395402,97.7336
39.0940,2.421749,0.263586,1.396637,98.3382
39.1100,2.423224,0.267420,1.397711,99.0051
39.1250,2.424736,0.270858,1.399939,99.6903
39.1410,2.425817,0.275128,1.401206,100.5258
39.1720,2.427013,0.279567,1.401870,101.2340
39.1880,2.428341,0.283797,1.402807,101.7589
39.2040,2.430045,0.287802,1.403996,102.0254
39.2190,2.430835,0.290974,1.404331,102.4493
39.2500,2.431873,0.296701,1.404889,103.2751
39.2660,2.431176,0.301142,1.403634,104.0698
39.2820,2.431886,0.305491,1.402889,104.5927
39.3130,2.433134,0.310541,1.402524,104.9181
39.3290,2.435395,0.313243,1.403283,105.2977
39.3440,2.435963,0.317294,1.402869,105.7874
39.3750,2.436844,0.321526,1.402721,106.3765
39.3910,2.439742,0.325358,1.404183,106.9793
39.4070,2.440889,0.329102,1.404848,107.5016
39.4220,2.442570,0.333685,1.404305,107.7276
39.4540,2.443944,0.337618,1.403903,107.8874
39.4690,2.445053,0.341645,1.403188,108.2140
39.4850,2.446023,0.345412,1.402665,108.6509
39.5000,2.447053,0.348904,1.402332,108.9347
39.5160,2.448252,0.352203,1.401950,109.0011
39.5470,2.449034,0.354943,1.399390,109.0789
39.5630,2.452219,0.356781,1.399933,109.2722
39.5790,2.453484,0.359758,1.399423,109.4174
39.6100,2.454737,0.362674,1.399080,109.4988
39.6250,2.453779,0.362442,1.397164,109.6130
39.6410,2.454735,0.366389,1.395960,109.8769
39.6720,2.455637,0.369059,1.395572,110.0532
39.6880,2.456444,0.371794,1.395252,110.2055
39.7040,2.457331,0.372884,1.395755,110.4388
39.7190,2.457520,0.375976,1.395483,110.9678
39.7500,2.457506,0.379360,1.395359,111.5819
39.7660,2.457506,0.382968,1.394903,112.1275
39.7820,2.457445,0.386705,1.394582,112.5508
39.8130,2.457138,0.392576,1.393767,113.0046
39.8290,2.457100,0.394805,1.394179,113.2732
39.8440,2.458450,0.400152,1.394579,113.5394
39.8600,2.458712,0.404358,1.394491,113.7031
39.8750,2.458944,0.408910,1.394422,113.7842
39.9070,2.458864,0.413827,1.394595,113.9385
39.9220,2.459332,0.418319,1.395455,114.3857
39.9380,2.458539,0.423709,1.396354,114.9709
39.9690,2.457887,0.429198,1.397276,115.6509
39.9850,2.456924,0.434919,1.397981,116.3548
40.0160,2.455913,0.440724,1.398642,116.9939
40.0320,2.454803,0.446453,1.399501,117.5281
40.0470,2.454007,0.451982,1.400567,117.9923
40.0630,2.453005,0.457693,1.401452,118.4021
40.0790,2.451937,0.463396,1.402041,118.8315
40.1100,2.450759,0.469038,1.402570,119.1832
40.1250,2.449404,0.474643,1.403404,119.5058
40.1410,2.447836,0.480284,1.404495,119.9710
40.1570,2.446978,0.483133,1.405016,120.2380
40.1880,2.446147,0.487584,1.405704,120.8445
40.2040,2.444501,0.493225,1.406553,121.4682
40.2190,2.442714,0.498612,1.407648,122.1945
40.2500,2.438490,0.500738,1.406628,122.7841
40.2660,2.435965,0.507595,1.407706,123.3974
40.2820,2.434232,0.511983,1.407989,123.8776
40.3130,2.432512,0.516155,1.408320,124.4436
40.3290,2.430928,0.520165,1.408576,124.9498
40.3600,2.428784,0.523359,1.406905,125.2114
40.3600,2.427198,0.527151,1.406580,125.5456
40.3910,2.425505,0.530620,1.406359,125.9751
40.4070,2.423557,0.533271,1.405318,126.3465
40.4220,2.421960,0.535964,1.405049,126.5467
40.4380,2.420588,0.538882,1.404943,126.7033
40.4690,2.419824,0.540208,1.407837,126.9117
40.4850,2.418661,0.542621,1.408229,127.1283
40.5000,2.417489,0.545009,1.408659,127.3276
40.5320,2.416930,0.545757,1.408714,127.4423
40.5470,2.415833,0.548025,1.409462,127.6683
40.5630,2.414708,0.550518,1.409756,127.9691
40.5940,2.413539,0.552821,1.409061,128.2507
40.6100,2.412634,0.555320,1.408758,128.4650
40.6250,2.411528,0.557478,1.407285,128.2738
40.6410,2.411013,0.559543,1.406816,128.0037
40.6720,2.410666,0.561592,1.406234,127.6461
40.6880,2.410288,0.563809,1.405415,127.2387
40.7040,2.409768,0.566114,1.404504,126.8464
40.7350,2.410133,0.567393,1.404018,126.4939
40.7500,2.409345,0.569355,1.404224,126.1984
40.7660,2.408184,0.571419,1.405161,126.2215
40.7820,2.406613,0.573717,1.406535,126.6744
40.8130,2.404904,0.576202,1.407926,127.2597
40.8290,2.404261,0.577550,1.409631,127.5931
40.8440,2.403708,0.579300,1.410780,127.6001
40.8600,2.403591,0.580667,1.411973,127.2855
40.8910,2.403750,0.581652,1.413147,126.8108
40.9070,2.403963,0.582393,1.414388,126.4512
40.9220,2.404132,0.583086,1.415701,126.3031
40.9380,2.404261,0.583771,1.417020,126.3386
40.9690,2.404563,0.584571,1.418227,126.4500
40.9850,2.405187,0.585591,1.419145,126.5480
41.0000,2.406064,0.586975,1.419743,126.5177
41.0320,2.407187,0.588884,1.420226,126.4359
41.0470,2.408267,0.591009,1.420669,126.4834
41.0630,2.409549,0.593493,1.421168,126.5837
41.0940,2.410857,0.595914,1.421478,126.6999
41.1100,2.412293,0.598362,1.421603,126.7723
41.1250,2.413801,0.600802,1.421748,126.9072
41.1410,2.415180,0.603130,1.422032,127.1730
41.1720,2.416557,0.605634,1.422322,127.5965
41.1880,2.417374,0.608832,1.422463,128.9608
41.2040,2.418020,0.612642,1.422539,130.0296
41.2190,2.419044,0.616658,1.422744,130.3596
41.2500,2.420291,0.620760,1.423315,130.0967
41.2660,2.421578,0.624796,1.424068,129.7967
41.2820,2.422389,0.628362,1.424588,129.9393
41.3130,2.423013,0.631967,1.425115,130.1909
41.3290,2.423631,0.635788,1.425936,130.3100
41.3440,2.423950,0.639462,1.426843,130.4496
41.3600,2.423943,0.642903,1.427640,130.7843
41.3910,2.424126,0.646679,1.428556,131.0964
41.4070,2.424356,0.650376,1.429540,131.2226
41.4220,2.424555,0.653889,1.430718,131.4486
41.4380,2.424650,0.657309,1.431901,131.7801
41.4690,2.424796,0.660796,1.432726,131.9539
41.4850,2.425010,0.664283,1.433150,132.0919
41.5000,2.425207,0.667703,1.433530,132.3319
41.5160,2.425169,0.671025,1.434105,132.9426
41.5470,2.424760,0.674453,1.434766,133.8346
41.5630,2.422236,0.675711,1.434693,134.6461
41.5790,2.421548,0.679185,1.435011,135.0835
41.6100,2.407007,0.670380,1.425580,135.6327
41.6250,2.405144,0.673418,1.424918,135.9226
41.6410,2.403717,0.676163,1.424754,136.1042
41.6720,2.402736,0.678554,1.425099,136.0768
41.6880,2.401788,0.680830,1.425238,135.9100
41.7040,2.400822,0.682785,1.425378,135.7972
41.7190,2.399728,0.684748,1.425374,135.7178
41.7500,2.398866,0.686152,1.425528,135.6946
41.7660,2.397842,0.687583,1.425429,135.9238
41.7820,2.396614,0.688974,1.425201,136.2358
41.7970,2.395355,0.690290,1.425056,136.4919
41.8290,2.394166,0.691503,1.424945,136.6178
41.8440,2.393149,0.692703,1.424796,136.6066
41.8600,2.392256,0.693815,1.424835,136.7783
41.8910,2.391166,0.695063,1.424882,137.1306
41.9070,2.390101,0.696244,1.424834,137.4145
41.9220,2.389075,0.697406,1.424870,137.7216
41.9380,2.387864,0.698442,1.425062,138.1325
41.9690,2.386482,0.699391,1.425192,138.5649
41.9850,2.385158,0.700455,1.425303,139.0104
42.0000,2.383622,0.701454,1.425556,139.4786
42.0320,2.381988,0.702426,1.425958,139.8895
42.0470,2.379820,0.702953,1.426136,140.3920
42.0630,2.377484,0.703387,1.426304,140.8502
42.0790,2.375108,0.703847,1.426508,140.9805
42.1100,2.372703,0.704337,1.426729,140.8798
42.1250,2.370161,0.704802,1.426888,140.7416
42.1410,2.367443,0.705287,1.426939,140.5993
42.1720,2.364587,0.705797,1.426934,140.4490
42.1880,2.361650,0.706287,1.427068,140.3697
42.2040,2.358587,0.706819,1.427529,140.4364
42.2190,2.355385,0.707379,1.428186,141.0069
42.2500,2.353619,0.707632,1.430958,141.9871
42.2660,2.350909,0.708313,1.432160,142.9506
42.2820,2.348008,0.708520,1.433527,143.8804
